features,S00Q1-0001,S00Q1-0020,S00Q1-0028,S00Q1-0030,S00Q1-0011,DNA-3CLD,S00Q1-0027,S00Q1-0008,S00Q1-0012,S00Q1-0004,S00Q1-0025,S00Q1-0024,S00Q1-0007,DNA-3CLC,S00Q1-0018,S00Q1-0026,S00Q1-0002,S00Q1-0019,S00Q1-0022,S00Q1-0006,S00Q1-0029,S00Q1-0003,S00Q1-0023,S00Q1-0013,S00Q1-0021,S00Q1-0010,S00Q1-0014,S00Q1-0017,S00Q1-0015,S00Q1-0005,S00Q1-0016,S00Q1-0009
k__Bacteria; p__; c__; o__; f__; g__; s__,18130,21414,29276,13010,780,89,13501,13488,354,50715,22545,13869,15653,71,6561,24842,17709,29748,23029,51682,10473,40371,27849,179,9787,49119,29942,52644,40067,44765,47957,12059
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax; s__antarcticus,10,22,58,6,1,0,3,58,1,4,23,36,74,0,6,58,39,35,3,100,32,9,56,0,25,21,240,9,34,95,21,19
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax; s__koreense,6,15,5,21,0,0,15,7,3,8,18,13,15,0,3,38,1,31,6,42,23,62,20,0,6,57,18,78,32,21,29,2
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax; s__saidenbachensis,5,4,24,2,0,0,3,7,0,6,2,3,19,0,1,29,13,9,0,35,1,4,40,0,6,12,20,34,5,93,12,2
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax; s__sediminis,2,6,19,0,0,0,13,10,0,536,20,13,11,0,0,28,1,24,24,100,3,40,32,1,4,4,2,145,54,66,130,2
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax; s__aquaticus,2,19,11,11,3,0,20,4,0,349,3,2,2,0,2,9,13,23,18,106,1,45,5,0,1,27,13,54,47,20,148,29
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__,36,28,40,32,2,0,22,15,0,128,24,16,20,0,11,37,12,52,74,97,6,48,60,0,10,58,38,58,79,132,108,47
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__sp. NLF-7-7,6,7,28,12,1,0,8,6,0,123,9,1,16,0,4,2,2,28,12,69,13,3,23,0,2,21,12,37,18,53,80,8
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__sp. Y33R10-2,5,2,21,9,0,0,10,0,0,6,10,0,0,0,0,0,0,1,11,20,0,3,11,0,3,10,11,4,22,12,21,7
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__sp. NLF-1-9,2,9,72,11,0,1,21,4,0,53,17,12,9,0,1,1,3,18,17,100,9,16,41,0,0,101,243,114,68,83,170,8
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__testosteroni,9,19,30,11,0,0,8,7,0,7,55,0,15,0,0,6,4,26,19,88,4,24,33,0,0,75,22,7,72,75,58,12
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__aquatica,6,44,51,59,3,0,12,55,0,69,27,43,85,0,14,1,7,28,32,62,44,21,42,0,6,69,37,136,45,40,75,45
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__odontotermitis,4,8,2,5,4,0,17,1,0,8,2,2,6,0,0,1,2,11,20,19,1,2,1,0,2,26,2,21,12,18,16,12
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__serinivorans,4,6,11,20,1,3,6,129,0,17,8,136,128,0,11,2,1,1,11,38,88,43,15,0,2,48,4,47,32,62,70,10
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__thiooxydans,3,2,14,3,0,0,4,2,0,93,11,1,0,0,1,0,3,2,10,79,0,0,20,0,1,29,13,42,64,18,53,3
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__koreensis,2,5,6,5,0,0,4,5,2,43,1,3,12,0,4,0,0,13,7,52,2,2,8,0,1,10,6,65,21,7,26,4
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__fluminis,2,3,12,7,0,0,16,9,2,541,20,5,13,0,5,5,8,5,26,96,5,12,19,0,0,46,2,27,82,28,194,2
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Comamonas; s__kerstersii,1,4,6,23,0,0,13,0,0,4,0,4,0,0,2,3,4,14,12,23,0,8,17,0,0,23,14,6,29,81,31,14
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ottowia; s__sp. oral taxon 894,56,40,167,27,15,20,2215,57,6,4308,11,55,23,11,6,6,73,184,415,6516,16,45,160,8,5,83,80,43,52277,124,183630,25
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ottowia; s__oryzae,5,10,43,13,0,1,10,11,0,6,11,10,19,0,14,32,1,21,7,36,12,47,11,0,5,22,54,81,65,29,86,5
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas; s__sp. JS666,31,59,4,10,1,0,0,7,0,92,18,1,6,0,1,3,28,81,11,83,11,78,25,0,4,108,10,6,21,24,55,5
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas; s__naphthalenivorans,9,20,3,27,1,0,1,8,0,5,3,2,11,0,3,11,16,28,8,51,0,26,0,0,7,17,19,39,9,2,13,17
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Polaromonas; s__vacuolata,2,5,6,6,0,0,5,2,0,6,6,3,9,0,6,0,0,3,8,29,2,7,3,0,0,24,0,10,9,7,17,1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Alicycliphilus; s__denitrificans,39,35,131,24,2,0,33,20,0,165,43,14,8,1,18,37,34,51,21,186,5,65,63,0,12,183,80,176,148,34,86,7
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnohabitans; s__sp. 103DPR2,26,7,5,2,0,0,4,1,2,175,2,1,10,0,7,18,18,8,7,57,5,17,7,0,8,6,2,23,7,25,32,9
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Limnohabitans; s__sp. 63ED37-2,3,14,2,11,0,0,0,3,0,8,7,7,4,0,2,0,2,3,3,27,0,4,34,0,0,43,12,90,15,15,49,18
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hylemonella; s__gracilis,20,23,7,14,1,0,14,57,0,67,18,35,40,1,13,45,24,59,16,24,23,63,1,0,38,53,4,49,33,12,22,2
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ramlibacter; s__tataouinensis,20,25,207,67,3,1,30,7,0,216,64,21,28,0,18,74,32,53,31,160,14,138,127,1,18,126,129,125,105,191,168,119
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Kinneretia; s__sp. DAIF2,12,25,38,23,6,0,15,2,0,86,24,3,6,0,2,2,1,85,25,67,23,11,39,1,0,79,38,112,125,67,81,30
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Kinneretia; s__sp. XES5,4,14,60,8,0,0,6,17,0,86,40,10,11,1,11,4,3,50,3,44,10,14,22,0,0,91,46,107,39,45,30,6
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Melaminivora; s__sp. SC2-9,6,5,10,9,0,0,104,1,0,25,7,0,5,0,1,1,0,19,30,45,1,5,22,0,0,18,2,48,11,12,26,1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Melaminivora; s__jejuensis,5,7,112,6,0,0,11,5,0,51,5,2,2,0,2,27,0,5,14,38,0,5,140,0,1,11,32,31,50,152,33,17
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Verminephrobacter; s__eiseniae,10,11,15,7,0,0,3,11,0,122,4,10,20,0,1,50,30,38,12,74,12,102,26,1,12,37,11,132,26,33,42,6
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Serpentinimonas; s__maccroryi,5,15,98,3,0,0,6,1,0,81,7,0,2,0,1,10,1,0,3,50,1,11,57,0,5,25,37,12,53,78,26,2
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Serpentinimonas; s__raichei,4,5,16,10,2,0,16,4,0,36,15,3,5,0,2,14,2,14,20,62,1,13,29,1,7,42,14,18,78,24,73,4
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Pulveribacter; s__suum,7,5,15,11,0,0,21,1,0,116,13,8,11,0,2,5,0,18,48,49,7,34,5,0,3,35,24,67,49,39,51,2
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Simplicispira; s__suum,4,0,1,12,1,0,6,10,0,78,11,16,10,0,2,4,5,10,3,36,4,32,5,0,2,113,6,20,31,1,25,5
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Candidatus Symbiobacter; s__mobilis,2,12,42,5,0,0,8,4,0,15,2,10,2,0,1,2,1,9,10,12,2,0,21,0,0,10,19,22,66,36,19,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__; s__,7,2,18,4,0,2,7,2,0,14,3,4,8,0,11,37,8,17,4,36,5,97,13,0,3,29,7,16,27,6,27,10
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__,21,21,60,22,0,0,49,8,0,75,53,10,8,0,1,32,16,43,44,186,3,66,76,0,12,109,37,84,93,66,72,21
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__sp. YMA4,64,28,59,32,2,0,18,7,0,43,32,2,21,0,6,64,29,39,80,23,7,120,129,1,30,70,50,94,58,89,38,28
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__sp. PAMC28688,23,16,24,17,0,1,4,6,1,7,49,12,9,0,4,9,14,25,14,18,2,88,19,0,13,36,26,58,25,50,15,29
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__sp. WG5,22,20,19,8,1,0,26,8,1,146,42,21,15,1,14,47,45,31,29,81,31,170,13,0,13,27,13,80,119,46,91,24
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__sp. DM-R-R2A-13,4,19,11,28,0,0,14,26,0,18,3,10,28,1,17,30,7,18,24,46,5,44,18,1,9,65,3,122,29,22,47,8
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__sp. LPB0304,3,4,3,0,0,0,6,32,1,41,1,11,20,0,0,26,5,19,9,30,9,6,46,0,3,34,7,55,11,10,20,8
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__sp. HC52,2,13,28,9,0,0,9,52,0,4,19,63,36,0,3,65,2,18,11,51,41,7,27,0,1,186,30,29,20,44,24,5
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__sp. MB5,2,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,10,0,0,7,0,0,6,9,2,6,10,8,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__sp. NR 4-1,1,10,3,6,0,0,0,2,0,0,4,0,6,0,1,0,0,1,1,9,0,0,0,0,0,53,2,0,1,0,2,1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__plicata,58,59,13,1,2,0,4,6,0,75,30,15,10,0,1,19,38,104,8,66,6,2,35,2,16,51,44,129,32,24,42,7
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__albidiflava,53,49,22,10,0,0,8,8,1,14,15,9,18,0,8,18,57,82,9,27,10,88,24,0,10,51,15,63,10,48,27,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__violaceinigra,35,20,256,13,1,0,12,7,2,125,94,21,13,0,2,17,60,25,33,77,5,69,71,0,46,53,91,32,76,132,81,7
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__flava,18,30,63,34,0,0,28,3,0,199,46,4,8,0,0,1,22,41,37,135,5,26,94,1,7,80,57,26,142,96,104,15
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__putida,15,20,115,255,3,0,43,49,1,288,304,33,31,0,7,24,6,65,29,152,27,18,115,0,4,137,86,140,60,196,101,839
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__armeniaca,13,7,121,30,0,0,13,10,0,118,23,36,35,1,1,6,0,9,8,68,14,5,74,1,3,33,82,444,134,107,98,5
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__forsythiae,7,22,204,36,4,1,8,14,2,76,31,3,9,0,3,7,10,24,16,77,7,4,128,1,2,136,119,14,109,155,44,544
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__antarctica,4,10,6,9,0,0,5,0,1,3,3,2,1,1,0,4,1,8,2,13,1,9,4,0,0,35,6,5,10,12,6,4
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__lutea,3,10,9,4,0,1,6,1,0,290,35,3,7,0,3,1,0,13,8,105,1,5,40,0,0,35,12,28,37,231,111,20
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__umbonata,1,29,16,17,0,0,9,20,0,14,22,10,9,0,1,6,4,65,9,89,7,17,14,0,1,76,17,32,21,46,7,4
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__oculi,1,11,11,3,0,0,6,6,0,332,13,9,13,0,4,37,4,29,17,84,6,9,17,0,1,24,8,37,27,36,79,16
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Duganella; s__dendranthematis,2,5,41,15,4,0,5,17,0,9,31,30,16,0,2,15,4,13,20,101,8,24,65,0,2,25,121,7,33,48,47,3
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__,32,54,44,27,1,0,28,18,0,32,39,7,10,1,3,27,21,108,26,168,6,78,113,1,3,71,195,132,132,129,97,23
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__sp. 1_2014MBL_MicDiv,85,56,27,4,7,0,4,4,1,178,11,12,1,0,4,43,74,65,13,84,0,21,65,0,15,34,30,11,36,41,43,6
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__sp. LM6,4,4,3,1,0,0,4,6,0,0,7,5,6,0,2,1,0,21,1,12,7,1,2,0,0,5,1,22,14,6,6,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__sp. PAMC25594,4,11,45,15,0,0,7,8,1,20,3,7,8,0,2,0,0,6,46,34,3,1,17,0,1,26,32,147,35,40,25,11
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__sp. Marseille,3,18,269,5,1,0,1,1,0,15,0,1,5,0,3,1,1,27,19,16,2,5,67,0,0,27,206,2,40,69,12,4
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__sp. B9-8,1,0,3,1,0,0,4,2,0,0,4,1,2,0,1,0,0,7,4,16,0,5,7,0,1,35,10,3,52,6,28,3
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__sp. HH102,1,1,1,0,0,0,1,1,0,73,1,0,2,0,0,5,0,4,5,136,0,1,7,0,0,71,0,1,19,0,35,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__sp. 17J80-10,1,4,207,6,0,0,7,8,1,4,38,14,16,0,10,49,7,7,4,71,11,144,124,0,1,34,66,129,8,257,13,1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__agaricidamnosum,42,29,38,14,1,0,0,7,0,321,6,9,20,0,2,18,31,25,12,122,0,179,54,2,9,34,13,41,22,65,74,8
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__tructae,7,6,3,1,0,0,11,4,0,16,26,2,6,0,1,6,5,23,1,18,6,22,0,0,1,35,4,18,5,4,13,17
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__svalbardensis,3,11,3,0,0,0,2,11,0,4,0,14,9,0,5,21,30,39,2,8,15,22,13,0,12,9,4,31,10,5,6,0
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Janthinobacterium; s__lividum,1,2,11,6,0,0,3,0,0,120,3,1,3,0,2,2,1,6,10,65,0,7,5,0,0,15,2,1,28,18,27,4
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum; s__,2,0,17,0,0,0,0,3,1,2,3,7,7,0,2,1,0,3,2,23,4,7,7,0,0,50,7,11,3,37,13,2
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum; s__robiniae,60,78,122,14,1,0,8,1,0,59,30,2,5,0,4,49,32,85,17,45,12,63,25,0,25,35,93,37,35,39,48,10
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum; s__frisingense,15,7,29,6,3,0,22,3,0,38,55,11,19,0,11,17,13,36,19,41,4,23,30,2,17,90,9,127,14,28,25,6
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum; s__hiltneri,6,9,4,19,4,0,3,1,1,2,4,3,0,0,3,6,0,23,4,4,0,11,11,0,0,25,12,25,3,22,3,37
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum; s__sp. meg3,6,3,21,4,0,0,15,1,0,10,4,7,8,0,8,17,7,15,19,39,4,37,14,1,2,11,16,25,58,26,16,4
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum; s__rubrisubalbicans,4,14,17,9,0,0,36,3,0,52,8,8,9,0,1,1,4,12,16,63,8,1,24,0,2,40,24,18,81,43,33,1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum; s__seropedicae,2,26,21,25,1,0,3,17,0,45,18,12,14,0,1,3,2,47,18,39,25,19,35,0,0,77,25,83,15,87,19,31
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Herbaspirillum; s__huttiense,2,6,1,5,1,0,5,1,0,4,7,1,2,0,2,1,1,2,8,43,0,0,11,0,8,7,5,18,84,13,7,2
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Collimonas; s__fungivorans,54,18,121,35,0,0,18,22,1,43,12,10,39,0,52,59,65,42,15,61,6,122,48,0,40,77,50,183,101,105,29,27
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Collimonas; s__arenae,10,13,102,15,0,0,3,0,0,37,5,2,6,0,1,9,9,22,8,69,0,19,48,1,3,33,50,5,58,63,22,2
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Collimonas; s__pratensis,2,2,9,2,0,0,9,1,0,39,4,1,7,0,5,4,8,8,8,48,1,23,11,0,1,19,3,73,33,25,19,8
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Noviherbaspirillum; s__sp. UKPF54,16,14,34,25,0,0,8,6,0,254,15,9,8,0,0,8,11,3,26,87,1,19,57,0,11,110,31,86,40,107,46,7
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Undibacterium; s__parvum,5,4,2,6,0,0,10,3,0,10,2,0,10,0,10,7,4,7,13,62,1,18,1,0,3,8,12,2,20,13,42,1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Undibacterium; s__sp. YM2,2,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,10,10,24,0,2,2,0,0,28,15,1,5,6,15,1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Oxalobacter; s__formigenes,3,8,12,12,0,0,8,2,0,13,9,1,0,0,0,1,3,3,6,53,0,3,2,0,0,61,3,8,31,32,45,9
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Glaciimonas; s__sp. PAMC28666,1,4,3,0,3,0,6,0,0,14,8,0,2,0,0,4,0,0,4,18,1,15,9,0,0,4,7,8,3,8,8,3
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__; s__,13,18,26,15,3,0,27,0,0,30,30,1,5,1,0,25,12,32,28,83,7,45,50,0,8,64,45,22,65,70,52,25
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__,43,70,293,84,6,0,28,24,0,146,132,38,40,0,13,61,18,142,24,227,22,197,172,1,13,376,182,505,214,220,113,51
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__denitrificans,51,35,256,20,0,1,57,98,0,114,29,54,172,0,35,73,44,67,43,85,20,170,150,0,10,92,69,180,82,174,96,5
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__xylosoxidans,51,73,582,80,7,0,49,90,0,299,160,59,88,1,43,24,23,94,77,201,43,90,354,1,23,254,294,333,232,445,175,62
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__spanius,34,35,109,66,0,0,51,20,0,83,58,21,31,1,21,57,46,69,70,99,22,100,70,0,17,125,92,151,174,166,53,23
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__deleyi,29,20,30,30,0,0,31,17,0,26,45,5,41,0,7,27,1,70,8,87,17,18,14,2,8,164,24,182,98,13,36,16
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__sp. AONIH1,10,16,80,15,2,0,17,6,0,11,12,3,4,1,0,4,7,16,5,43,1,8,101,0,1,36,70,149,36,178,44,29
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__sp. MFA1 R4,2,13,25,24,0,1,10,7,0,5,15,15,10,0,3,8,6,7,16,31,9,59,14,0,3,35,26,167,56,18,31,32
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__sp. 77,2,2,2,1,0,0,3,1,0,10,0,0,1,0,0,8,8,3,1,2,0,53,9,0,0,5,0,12,23,6,23,1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__sp. ES-001,2,0,2,3,0,0,0,0,0,3,1,0,0,0,0,3,0,10,0,8,1,2,2,0,1,3,1,1,13,10,3,1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__insolitus,7,7,35,22,0,0,33,3,0,240,25,1,0,0,5,16,4,16,38,115,3,16,18,0,1,68,24,25,135,39,68,45
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__mucicolens,6,0,23,7,1,0,2,4,0,3,18,3,5,0,8,4,5,5,0,5,0,3,33,0,2,23,8,18,7,14,5,1
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__pestifer,1,7,5,9,0,0,20,6,0,133,16,8,28,0,2,14,8,25,32,59,3,16,36,0,0,44,12,38,84,29,31,7
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Bordetella; s__,15,17,39,38,0,0,9,19,4,115,37,25,31,2,6,43,1,31,33,106,16,99,71,0,3,78,36,238,46,142,82,30
